title,auteur,code_barre,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"LES PÉRÉGRINES","BOURIN J","2000000042435","Romans français","2006-07-07T00:00:00.000Z",,204243,"NULL",,
"LE CHIEN TCHETCHENE (SELECTION INTER-CE 2007) EX 1","MAISONNEUVE MICHEL","2000000042466","Romans français","2006-10-26T00:00:00.000Z",,204246,"NULL",,
"BLEU BLANC VERT (SELECTION INTER-CE 2007) EX 1","BEY MAISSA","2000000042473","Romans français","2006-10-26T00:00:00.000Z",,204247,"NULL",,
"SCREAM TEST (SELECTION INTER-CE 2007) EX 1","HERVIER GREGOIRE","2000000042480","Romans français","2006-10-26T00:00:00.000Z",,204248,"NULL",,
"ET LE CIEL A OUBLIE DE PLEUVOIR (SELECTION INTER-CE 2007) EX 1","BEYROUK MBAREK OULD","2000000042497","Romans français","2006-10-26T00:00:00.000Z",,204249,"NULL",,
"COMMENT IMMIGRER EN FRANCE EN 20 LECONS (SELECTION INTER-CE 2007) EX 1","BASSONG LUC","2000000042503","Romans français","2006-10-26T00:00:00.000Z",,204250,"NULL",,
"LES YEUX DES CHIENS ONT TOUJOURS SOIF (SELECTION INTER-CE 2007) EX 1","BONNET GEORGES","2000000042510","Romans français","2006-10-26T00:00:00.000Z",,204251,"NULL",,
"COURIR DANS LES BOIS SANS DESEMPARER (SELECTION INTER-CE 2007) EX 1","AYMARD SYLVIE","2000000042527","Romans français","2006-10-26T00:00:00.000Z",,204252,"NULL",,
"L'HEURE ET L'OMBRE (SELECTION INTER-CE 2007) EX 1","JOURDE PIERRE","2000000042534","Romans français","2006-10-26T00:00:00.000Z",,204253,"NULL",,
"LES DOIGTS ECORCHES (SELECTION INTER-CE 2007) EX 1","ROBIC SYLVIE","2000000042541","Romans français","2006-10-26T00:00:00.000Z",,204254,"NULL",,
"LES YEUX DES CHIENS ONT TOUJOURS SOIF (SELECTION INTER-CE 2007) EX 2","BONNET GEORGES","2000000042558","Romans français","2006-10-26T00:00:00.000Z",,204255,"NULL",,
"COURIR DANS LES BOIS SANS DESEMPARER (SELECTION INTER-CE 2007) EX 2","AYMARD SYLVIE","2000000042565","Romans français","2006-10-26T00:00:00.000Z",,204256,"NULL",,
"L'HEURE ET L'OMBRE (SELECTION INTER-CE 2007) EX 2","JOURDE PIERRE","2000000042572","Romans français","2006-10-26T00:00:00.000Z",,204257,"NULL",,
"BLEU BLANC VERT (SELECTION INTER-CE 2007) EX 2","BEY MAISSA","2000000042589","Romans français","2006-10-26T00:00:00.000Z",,204258,"NULL",,
"LES DOIGTS ECORCHES (SELECTION INTER-CE 2007) EX 2","ROBIC SYLVIE","2000000042596","Romans français","2006-10-26T00:00:00.000Z",,204259,"NULL",,
"LE CHIEN TCHETCHENE (SELECTION INTER-CE 2007) EX 2","MAISONNEUVE MICHEL","2000000042602","Romans français","2006-10-26T00:00:00.000Z",,204260,"NULL",,
"SCREAM TEST (SELECTION INTER-CE 2007) EX 2","HERVIER GREGOIRE","2000000042619","Romans français","2006-10-26T00:00:00.000Z",,204261,"NULL",,
"LE THEATRE DES REVES (SELECTION INTER-CE 2007) EX 2","FOGLINO BERNARD","2000000042626","Romans français","2006-10-26T00:00:00.000Z",,204262,"NULL",,
"COMMENT IMMIGRER EN FRANCE EN 20 LECONS (SELECTION INTER-CE 2007) EX 2","BASSONG LUC","2000000042633","Romans français","2006-10-26T00:00:00.000Z",,204263,"NULL",,
"ET LE CIEL A OUBLIE DE PLEUVOIR (SELECTION INTER-CE 2007) EX 2","BEYROUK MBAREK OULD","2000000042640","Romans français","2006-10-26T00:00:00.000Z",,204264,"NULL",,
"LA CITE DES JARRES","INDRIDASON ARNALDUR","2000000042657","Romans, divers","2006-12-10T00:00:00.000Z",,204265,"NULL",,
"DANS LA FOULE","MAUVIGNIER LAURENT","2000000042664","Romans français","2006-12-10T00:00:00.000Z",,204266,"NULL",,
"L'ELEGANCE DU HERISSON","BARBERY MURIEL","2000000042671","Romans français","2006-12-10T00:00:00.000Z",,204267,"NULL",,
"JE TE RETROUVERAI","IRVING JOHN","2000000042688","Romans anglais","2006-12-10T00:00:00.000Z",,204268,"NULL",,
"JOURNAL D'UNE HIRONDELLE","NOTHOMB AMELIE","2000000042695","Romans français","2006-12-10T00:00:00.000Z",,204269,"NULL",,
"LIGNES DE FAILLE","HUSTON NANCY","2000000042701","Romans français","2006-12-10T00:00:00.000Z",,204270,"NULL",,
"MARILYN DERNIERE SEANCE","SCHNEIDER MICHEL","2000000042718","Romans français","2006-12-10T00:00:00.000Z",,204271,"NULL",,
"MEMOIRES DE PORC-EPIC","MABANCKOU ALAIN","2000000042725","Romans français","2006-12-10T00:00:00.000Z",,204272,"NULL",,
"OCEAN MER","BARICCO ALESSANDRO","2000000042732","Romans, divers","2006-12-10T00:00:00.000Z",,204273,"NULL",,
"LE PAPILLON DES ETOILES","WERBER BERNARD","2000000042749","Science Fiction","2006-12-10T00:00:00.000Z",,204274,"NULL",,
"UNE PROMESSE","CHALANDON SORJ","2000000042756","Romans français","2006-12-10T00:00:00.000Z",,204275,"NULL",,
"NULL","NULL","2000000042763","Science Fiction","2006-12-10T00:00:00.000Z",,204276,"NULL",,
"RENDEZ-VOUS","ANGOT CHRISTINE","2000000042770","Romans français","2006-12-10T00:00:00.000Z",,204277,"NULL",,
"SARABANDE","BRAUDEAU MICHEL","2000000042787","Romans français","2006-12-10T00:00:00.000Z",,204278,"NULL",,
"TOKYO","HAYDER MO","2000000042794","Romans, divers","2006-12-10T00:00:00.000Z",,204279,"NULL",,
"LA TRAVERSEE DE L'ETE","CAPOTE TRUMAN","2000000042800","Romans anglais","2006-12-10T00:00:00.000Z",,204280,"NULL",,
"LE MONDE INVERTI","PRIEST CHRISTOPHER","2000000042817","Science Fiction","2007-03-05T00:00:00.000Z",,204281,"NULL",,
"LE FLEUVE DE L ETERNITE : LE LABYRINTHE MAGIQUE","FARMER PHILIP JOSE","2000000042824","Science Fiction","2007-03-05T00:00:00.000Z",,204282,"",,
"OUTLAND LOIN DE LA TERRE","FOSTER ALAN DEAN","2000000042831","Science Fiction","2007-03-05T00:00:00.000Z",,204283,"",,
"LE TROU NOIR","FOSTER ALAN DEAN","2000000042848","Science Fiction","2007-03-05T00:00:00.000Z",,204284,"",,
"LE CHOC DES TITANS","FOSTER ALAN DEAN","2000000042855","Science Fiction","2007-03-05T00:00:00.000Z",,204285,"",,
"LE PAYS DU FOU RIRE","CARROLL JONATHAN","2000000042862","Science Fiction","2007-03-05T00:00:00.000Z",,204286,"NULL",,
"TOUS A ZANZIBAR TOME 1","BRUNNER JOHN","2000000042879","Science Fiction","2007-03-05T00:00:00.000Z",,204287,"NULL",,
"UBIK","DICK PHILIP K.","2000000042886","Science Fiction","2007-03-05T00:00:00.000Z",,204288,"",,
"CREATEUR D'UNIVERS","VAN VOGT A.E.","2000000042893","Science Fiction","2007-03-05T00:00:00.000Z",,204289,"",,
"LE MONDE DES NON A","VAN VOGT A.E.","2000000042909","Science Fiction","2007-03-05T00:00:00.000Z",,204290,"",,
"STAR TREK","RODDENBERRY GENE","2000000042916","Science Fiction","2007-03-05T00:00:00.000Z",,204291,"NULL",,
"UNIVERS 1985","COLLECTIF (NOUVELLES)","2000000042923","Science Fiction","2007-03-05T00:00:00.000Z",,204292,"NULL",,
"LES ROBOTS","ASIMOV ISAAC","2000000042930","Science Fiction","2007-03-05T00:00:00.000Z",,204293,"NULL",,
"GREMLINS","SPIELBERG STEVEN","2000000042947","Science Fiction","2007-03-05T00:00:00.000Z",,204294,"NULL",,
"LA MORT EN DIRECT","COMPTON D.G.","2000000042954","Science Fiction","2007-03-05T00:00:00.000Z",,204295,"NULL",,
"LE FLEUVE DE L ETERNITE : LES DIEUX DU FLEUVE","FARMER PHILIP JOSE","2000000042961","Science Fiction","2007-03-05T00:00:00.000Z",,204296,"",,
"L'UNIVERS EN FOLIE","BROWN FREDRIC","2000000042978","Science Fiction","2007-03-05T00:00:00.000Z",,204297,"NULL",,
"DEMAIN LES CHIENS","CLIFFORD D. SIMAK","2000000042985","Science Fiction","2007-03-05T00:00:00.000Z",,204298,"NULL",,
"KID JESUS","PELOT PIERRE","2000000042992","Science Fiction","2007-03-05T00:00:00.000Z",,204299,"NULL",,
"BLADE RUNNER","DICK PHILIP K.","2000000043005","Science Fiction","2007-03-05T00:00:00.000Z",,204300,"",,
"LE CHATEAU DES CARPATHES","VERNE JULES","2000000043012","Science Fiction","2007-03-05T00:00:00.000Z",,204301,"NULL",,
"VINGT MILLE LIEUES SOUS LES MERS","VERNE JULES","2000000043029","Science Fiction","2007-03-05T00:00:00.000Z",,204302,"NULL",,
"LE TOUR DU MONDE EN 80 JOURS","VERNE JULES","2000000043036","Science Fiction","2007-03-05T00:00:00.000Z",,204303,"NULL",,
"VOYAGE AU CENTRE DE LA TERRE","VERNE JULES","2000000043043","Science Fiction","2007-03-05T00:00:00.000Z",,204304,"NULL",,
"L'ILE MYSTERIEUSE","VERNE JULES","2000000043050","Science Fiction","2007-03-05T00:00:00.000Z",,204305,"NULL",,
"LES 500 MILLIONS DE LA BEGUM","VERNE JULES","2000000043067","Science Fiction","2007-03-05T00:00:00.000Z",,204306,"NULL",,
"LES ENFANTS DU CAPITAINE GRANT 1","VERNE JULES","2000000043074","Science Fiction","2007-03-05T00:00:00.000Z",,204307,"NULL",,
"LES ENFANTS DU CAPITAINE GRANT 2","VERNE JULES","2000000043081","Science Fiction","2007-03-05T00:00:00.000Z",,204308,"NULL",,
"L'ILE MYSTERIEUSE 2","VERNE JULES","2000000043098","Science Fiction","2007-03-05T00:00:00.000Z",,204309,"NULL",,
"LA GUERRE DES MONDES","WELLS H.G.","2000000043104","Science Fiction","2007-03-05T00:00:00.000Z",,204310,"NULL",,
"L'OBSCURE MORT DES DUCS","AILLON JEAN","2000000043111","Policier","2007-04-10T00:00:00.000Z",,204311,"NULL",,
"LE PARFUM D'ADAM","RUFIN JEAN-CHRISTOPHE","2000000043128","Policier","2007-04-10T00:00:00.000Z",,204312,"NULL",,
"NE LE DIS A PERSONNE","COBEN HARLAN","2000000043135","Policier","2007-04-10T00:00:00.000Z",,204313,"NULL",,
"LA VOIX","INDRIDASON ARNALDUR","2000000043142","Policier","2007-04-10T00:00:00.000Z",,204314,"NULL",,
"LA MARIEE MISE A NU","GEMMEL NIKKI","2000000043159","Romans anglais","2007-04-10T00:00:00.000Z",,204315,"NULL",,
"MICROFICTIONS","JAUFFRET REGIS","2000000043166","Romans français","2007-04-10T00:00:00.000Z",,204316,"NULL",,
"LA BETE A CHAGRIN","CONSTANT PAULE","2000000043173","Romans français","2007-04-10T00:00:00.000Z",,204317,"NULL",,
"MAL DE PIERRES","AGUS MILENA","2000000043180","Romans italiens","2007-04-10T00:00:00.000Z",,204318,"NULL",,
"LE MAGASIN DES SUICIDES","TEULE JEAN","2000000043197","Romans français","2007-04-10T00:00:00.000Z",,204319,"NULL",,
"LES DESARROIS DE NED ALLEN","KENNEDY DOUGLAS","2000000043203","Romans anglais","2007-04-10T00:00:00.000Z",,204320,"NULL",,
"UN ROMAN RUSSE","CARRERE EMMANUEL","2000000043210","Romans français","2007-04-10T00:00:00.000Z",,204321,"NULL",,
"UNE EXECUTION ORDINAIRE","DUGAIN MARC","2000000043227","Romans français","2007-04-10T00:00:00.000Z",,204322,"NULL",,
"52 OU LA SECONDE VIE","BRISAC GENEVIEVE","2000000043234","Romans français","2007-04-10T00:00:00.000Z",,204323,"NULL",,
"MES AMIS MES AMOURS","LEVY MARC","2000000043241","Romans français","2007-04-10T00:00:00.000Z",,204324,"NULL",,
"UN HOMME HEUREUX","PAASILINNA ARTO","2000000043258","Romans, divers","2007-04-10T00:00:00.000Z",,204325,"NULL",,
"LES ENFANTS DE LA LIBERTE","LEVY MARC","2000000043265","Romans français","2007-06-09T00:00:00.000Z",,204326,"NULL",,
"INTRIGUE A L'ANGLAISE","GOETZ ADRIEN","2000000043272","Romans français","2007-06-09T00:00:00.000Z",,204327,"NULL",,
"L'AMOUR TRES SURESTIME","GIRAUD BRIGITTE","2000000043289","Romans français","2007-06-09T00:00:00.000Z",,204328,"NULL",,
"LA FEMME DU CINQUIEME","KENNEDY DOUGLAS","2000000043296","Romans anglais","2007-06-09T00:00:00.000Z",,204329,"NULL",,
"RETOUR EN TERRE","HARRISON JIM","2000000043302","Romans anglais","2007-06-09T00:00:00.000Z",,204330,"NULL",,
"TEA - BAG","MANKELL HENNING","2000000043319","Romans, divers","2007-06-09T00:00:00.000Z",,204331,"NULL",,
"OUEST","VALLEJO FRANCOIS","2000000043326","Romans français","2007-06-09T00:00:00.000Z",,204332,"NULL",,
"SOUS LE JASMIN LA NUIT","BEY MAISSA","2000000043333","Romans français","2007-10-19T00:00:00.000Z",,204333,"NULL",,
"CETTE FILLE-LÀ","BEY MAISSA","2000000043340","Romans français","2007-10-19T00:00:00.000Z",,204334,"NULL",,
"CANAILLE BLUES  (SELECTION INTER-CE 2008)","BALAERT ELLA","2000000043357","Romans français","2007-11-15T00:00:00.000Z",,204335,"NULL",,
"LA PETITE PISCINE AU FOND DE LAQUARIUM  (SELECTION INTER-CE 2008)","BLANC JEAN-NOEL","2000000043364","Romans français","2007-11-15T00:00:00.000Z",,204336,"NULL",,
"PORTEURS D'ÂMES  (SELECTION INTER-CE 2008)","BORDAGE PIERRE","2000000043371","Policier","2007-11-15T00:00:00.000Z",,204337,"NULL",,
"DENEIGER LE CIEL  (SELECTION INTER-CE 2008)","BUCHER ANDRE","2000000043388","Romans français","2007-11-15T00:00:00.000Z",,204338,"NULL",,
"SAMBA TRISTE  (SELECTION INTER-CE 2008)","DELFINO JEAN-PAUL","2000000043395","Romans français","2007-11-15T00:00:00.000Z",,204339,"NULL",,
"CAMINO 999  (SELECTION INTER-CE 2008)","FRADIER CATHERINE","2000000043401","Policier","2007-11-15T00:00:00.000Z",,204340,"NULL",,
"TRAIN BLEU TRAIN NOIR  (SELECTION INTER-CE 2008)","GOUIRAN MAURICE","2000000043418","Romans français","2007-11-15T00:00:00.000Z",,204341,"NULL",,
"TOUTES CES VIES QU'ON ABANDONNE  (SELECTION INTER-CE 2008)","OLLAGNIER VIRGINIE","2000000043425","Romans français","2007-11-15T00:00:00.000Z",,204342,"NULL",,
"JULIEN RETROUVE COLPORTEUR  (SELECTION INTER-CE 2008)","SILVAIN PIERRE","2000000043432","Romans français","2007-11-15T00:00:00.000Z",,204343,"NULL",,
"LA FEMME DE L'ALLEMAND  (SELECTION INTER-CE 2008)","SIZUN MARIE","2000000043449","Romans français","2007-11-15T00:00:00.000Z",,204344,"NULL",,
"AP. J.-C.","ALEXAKIS V.","2000000043456","Romans français","2007-11-18T00:00:00.000Z",,204345,"NULL",,
"LA PETITE FILLE SILENCIEUSE","HOEG PETER","2000000043463","Romans, divers","2007-11-18T00:00:00.000Z",,204346,"NULL",,
"ARLINGTON PARK","CUSK RACHEL","2000000043470","Romans anglais","2007-11-18T00:00:00.000Z",,204347,"NULL",,
"LORSQUE J'ETAIS UNE OEUVRE D'ART","SCHMITT E.E.","2000000043487","Romans français","2007-11-18T00:00:00.000Z",,204348,"NULL",,
"LA PASSION SELON JUETTE","DUPONT MONOD C.","2000000043494","Romans français","2007-11-18T00:00:00.000Z",,204349,"NULL",,
"CENDRILLON","REINHARDT ERIC","2000000043500","Romans français","2007-11-18T00:00:00.000Z",,204350,"NULL",,
"LE LIVRE DE MA MERE","COHEN ALBERT","2000000043517","Romans français","2007-11-18T00:00:00.000Z",,204351,"NULL",,
"UN ENFANT DE L'AMOUR","LESSING DORIS","2000000043524","Romans anglais","2007-11-18T00:00:00.000Z",,204352,"NULL",,
"HARRY POTTER ET LES RELIQUES DE LA MORT T.7","ROWLING J.K.","2000000043531","Romans anglais","2007-11-18T00:00:00.000Z",,204353,"NULL",,
"ALABAMA SONG","LEROY G.","2000000043548","Romans français","2007-11-18T00:00:00.000Z",,204354,"NULL",,
"BIRMANE","ONO DIT BIOT C.","2000000043555","Romans français","2007-11-18T00:00:00.000Z",,204355,"NULL",,
"NO ET MOI","DE VIGAN DELPHINE","2000000043562","Romans français","2007-11-18T00:00:00.000Z",,204356,"NULL",,
"LE RAPPORT DE BRODECK","CLAUDEL P.","2000000043579","Romans français","2007-11-18T00:00:00.000Z",,204357,"NULL",,
"LA PHYSIQUE DES CATASTROPHES","PESSL M.","2000000043586","Romans anglais","2007-11-18T00:00:00.000Z",,204358,"NULL",,
"LA FEMME EN VERT","INDRIDASON A.","2000000043593","Policier","2007-11-18T00:00:00.000Z",,204359,"NULL",,
"L'EXPLOSION DE LA DURITE","ROLIN J.","2000000043609","Romans français","2007-11-18T00:00:00.000Z",,204360,"NULL",,
"PORTRAIT DE L'ECRIVAIN EN ANIMAL DOMESTIQUE","SALVAYRE L.","2000000043616","Romans français","2007-11-18T00:00:00.000Z",,204361,"NULL",,
"A L'ABRI DE RIEN","ADAM OLIVIER","2000000043623","Romans français","2007-11-18T00:00:00.000Z",,204362,"NULL",,
"NI D'EVE NI D'ADAM","NOTHOMB A.","2000000043630","Romans français","2007-11-18T00:00:00.000Z",,204363,"NULL",,
"CHAGRIN D'ECOLE","PENNAC D.","2000000043647","Romans français","2007-11-18T00:00:00.000Z",,204364,"NULL",,
"BAISERS DE CINEMA","FOTTORINO E.","2000000043654","Romans français","2007-11-18T00:00:00.000Z",,204365,"NULL",,
"LES HOMMES QUI N'AIMAIENT PAS LES FEMMES MILLENIUM 1","LARSSON S.","2000000043661","Policier","2007-11-18T00:00:00.000Z",,204366,"NULL",,
"LA FILLE QUI REVAIT D'UN BIDON D'ESSENCE ET D'UNE ALLUMETTE MILLENIUM 2","LARSSON S.","2000000043678","Policier","2007-11-18T00:00:00.000Z",,204367,"NULL",,
"LA REINE DANS LE PALAIS DES COURANTS D'AIR MILLENIUM 3","LARSSON S.","2000000043685","Policier","2007-11-18T00:00:00.000Z",,204368,"NULL",,
"LE MYSTERE DES DIEUX","WERBER B.","2000000043692","Science Fiction","2007-11-18T00:00:00.000Z",,204369,"NULL",,
"INCA : T3 LA LUMIÈRE DU MACHU PICCHU","DANIEL ANTOINE B","2000000043708","Romans français","2008-01-15T00:00:00.000Z",,204370,"NULL",,
"LES HERITIERES  TOME 2","DUQUESNE J.","2000000043715","Romans français","2008-02-29T00:00:00.000Z",,204371,"NULL",,
"LE DERNIER SOUFFLE : LE DON T1","MC INTOSH FIONA","2000000043722","Science Fiction","2008-04-24T00:00:00.000Z",,204372,"NULL",,
"LE DERNIER SOUFFLE : LE SANG T.2","MC INTOSH FIONA","2000000043739","Science Fiction","2008-04-24T00:00:00.000Z",,204373,"NULL",,
"LE DERNIER SOUFFLE : L'AME T.3","MC INTOSH FIONA","2000000043746","Science Fiction","2008-04-24T00:00:00.000Z",,204374,"NULL",,
"JUSQU'A CE QUE MORT S'ENSUIVE","MARTIN ROGER","2000000043753","Policier","2008-04-24T00:00:00.000Z",,204375,"NULL",,
"LA CONSOLANTE","GAVALDA ANNA","2000000043760","Romans français","2008-04-24T00:00:00.000Z",,204376,"NULL",,
"RAPT DE NUIT","MAC DONALD PATRICIA","2000000043777","Policier","2008-04-24T00:00:00.000Z",,204377,"NULL",,
"LE CHIEN DE DIEU","BARD PATRICK","2000000043784","Romans français","2008-04-24T00:00:00.000Z",,204378,"NULL",,
"JE REVIENS TE CHERCHER","MUSSO GUILLAUME","2000000043791","Romans français","2008-04-24T00:00:00.000Z",,204379,"NULL",,
"L'HOMME DU LAC","INDRIDASON ARNALDUR","2000000043807","Policier","2008-04-24T00:00:00.000Z",,204380,"NULL",,
"LA FILLE DE L'ALCHIMISTE","MEYER KAI","2000000043814","Science Fiction","2008-04-24T00:00:00.000Z",,204381,"NULL",,
"LA PLAGE DE TROUVILLE","ACHACHE CAROLE","2000000043821","Romans français","2008-04-24T00:00:00.000Z",,204382,"NULL",,
"LE VILLAGE DE L'ALLEMAND","SANSAL BOUALEM","2000000043838","Romans français","2008-04-24T00:00:00.000Z",,204383,"NULL",,
"LE MONTESPAN","TEULE JEAN","2000000043845","Romans français","2008-04-24T00:00:00.000Z",,204384,"NULL",,
"UN SUR DEUX","MOSBY STEVE","2000000043852","Policier","2008-04-24T00:00:00.000Z",,204385,"NULL",,
"DANS LES BOIS","COBEN HARLAN","2000000043869","Policier","2008-04-24T00:00:00.000Z",,204386,"NULL",,
"LES ENFANTS DE HURIN","TOLKIEN J.R.R.","2000000043876","Science Fiction","2008-04-24T00:00:00.000Z",,204387,"NULL",,
"LES ANNEES","ERNAUX ANNIE","2000000043883","Romans français","2008-04-24T00:00:00.000Z",,204388,"NULL",,
"L'AVEUGLEMENT","SARAMAGO J","2000000043890","Romans, divers","2008-09-09T00:00:00.000Z",,204389,"NULL",,
"SUR LA PLAGE DE CHESIL","MCEWAN IAN","2000000043906","Romans anglais","2008-09-15T00:00:00.000Z",,204390,"NULL",,
"LES YEUX JAUNES DES CROCODILES","PANCOL KATHERINE","2000000043913","Romans français","2008-09-15T00:00:00.000Z",,204391,"NULL",,
"LA VALSE LENTE DES TORTUES","PANCOL KATHERINE","2000000043920","Romans français","2008-09-15T00:00:00.000Z",,204392,"NULL",,
"LA VIE EN SOURDINE","LODGE DAVID","2000000043937","Romans anglais","2008-09-15T00:00:00.000Z",,204393,"NULL",,
"LE FAIT DU PRINCE","NOTHOMB AMELIE","2000000043944","Romans français","2008-09-15T00:00:00.000Z",,204394,"NULL",,
"LE REVE DE MACHIAVEL","BATAILLE CHRISTOPHE","2000000043951","Romans français","2008-09-15T00:00:00.000Z",,204395,"NULL",,
"LES INSEPARABLES","NIMIER MARIE","2000000043968","Romans français","2008-09-15T00:00:00.000Z",,204396,"NULL",,
"UN CHASSEUR DE LIONS","ROLIN OLIVIER","2000000043975","Romans français","2008-09-15T00:00:00.000Z",,204397,"NULL",,
"LACRIMOSA","JAUFFRET REGIS","2000000043982","Romans français","2008-09-15T00:00:00.000Z",,204398,"NULL",,
"QUI TOUCHE A MON CORPS JE LE TUE","GOBY VALENTINE","2000000043999","Romans français","2008-09-15T00:00:00.000Z",,204399,"NULL",,
"L'ETAT DES LIEUX","FORD RICHARD","2000000044002","Romans français","2008-09-15T00:00:00.000Z",,204400,"NULL",,
"JOUR DE SOUFFRANCE","MILLET CATHERINE","2000000044019","Romans français","2008-09-15T00:00:00.000Z",,204401,"NULL",,
"UN LIEU INCERTAIN","VARGAS FRED","2000000044026","Policier","2008-09-15T00:00:00.000Z",,204402,"NULL",,
"LES JEUX DE L'AMOUR ET DE LA MORT","VARGAS FRED","2000000044033","Romans français","2008-09-15T00:00:00.000Z",,204403,"NULL",,
"LES TRIBULATIONS D'UNE CAISSIERE","SAM ANNA","2000000044040",,"2008-11-30T00:00:00.000Z",,204404,"NULL",,
"LE COEUR GLACE","GRANDES ALMUDENA","2000000044057","Romans espagnols","2008-11-30T00:00:00.000Z",,204405,"NULL",,
"TRAIN DE NUIT POUR LISBONNE","MERCIER PASCAL","2000000044064","Romans allemands","2008-11-30T00:00:00.000Z",,204406,"NULL",,
"SYNGUE SABOUR : PIERRE DE PATIENCE","RAHIMI ATIQ","2000000044071","Romans français","2008-11-30T00:00:00.000Z",,204407,"NULL",,
"UNE SEMAINE EN OCTOBRE","SUBERCASEAUX E.","2000000044088","Romans espagnols","2008-11-30T00:00:00.000Z",,204408,"NULL",,
"UN BRILLANT AVENIR","CUSSET CATHERINE","2000000044095","Romans français","2008-11-30T00:00:00.000Z",,204409,"NULL",,
"LE LIVRE D'HANNA","BROOKS GERALDINE","2000000044101","Romans français","2008-11-30T00:00:00.000Z",,204410,"NULL",,
"MORT D'UN SUPERHEROS","MCCARTEN ANTHONY","2000000044118","Romans anglais","2008-11-30T00:00:00.000Z",,204411,"NULL",,
"OÙ ON VA PAPA ?","FOURNIER JEAN-LOUIS","2000000044125","Romans français","2008-11-30T00:00:00.000Z",,204412,"NULL",,
"RITOURNELLE DE LA FAIM","LE CLEZIO J.M.G","2000000044132","Romans français","2008-11-30T00:00:00.000Z",,204413,"NULL",,
"LA PRINCESSE DES GLACES","LACKBERG CAMILLA","2000000044149","Romans, divers","2008-11-30T00:00:00.000Z",,204414,"NULL",,
"ATELIER 62 LE TEMPS QU'IL FAIT (SELECTION INTER-CE 2009)","SONNET MARTINE","2000000044156","Romans français","2008-11-30T00:00:00.000Z",,204415,"NULL",,
"LA TETE EN FRICHE (SELECTION INTER-CE 2009)","ROGER MARIE-SABINE","2000000044163","Romans français","2008-11-30T00:00:00.000Z",,204416,"NULL",,
"SWAP (SELECTION INTER-CE 2009)","MOORE ANTONY","2000000044170","Romans anglais","2008-11-30T00:00:00.000Z",,204417,"NULL",,
"CORNICHE KENNEDY (SELECTION INTER-CE 2009)","KERANGAL MAYLIS DE","2000000044187","Romans français","2008-12-05T00:00:00.000Z",,204418,"NULL",,
"LE GARCON DANS LA LUNE (SELECTION INTER-CE 2009)","O'RIORDAN KATE","2000000044194","Romans anglais","2008-11-30T00:00:00.000Z",,204419,"NULL",,
"LA ROUTE DE TASSIGA (SELECTION INTER-CE 2009)","PIAZZA ANTOINE","2000000044200","Romans français","2008-11-30T00:00:00.000Z",,204420,"NULL",,
"LA BELLE DE JOZA (SELECTION INTER-CE 2009)","LEGATOVA KVETA","2000000044217","Romans, divers","2008-11-30T00:00:00.000Z",,204421,"NULL",,
"L'OTAGE (SELECTION INTER-CE 2009)","HERGEL OLAV","2000000044224","Romans, divers","2008-11-30T00:00:00.000Z",,204422,"NULL",,
"C'ETAIT L'AN 42 (SELECTION INTER-CE 2009)","BIELSKI NELLA","2000000044231","Romans français","2008-12-05T00:00:00.000Z",,204423,"NULL",,
"UN JOUR SANS (SELECTION INTER-CE 2009)","MCNAY MARK","2000000044248","Romans anglais","2008-11-30T00:00:00.000Z",,204424,"NULL",,
"NULL","NULL","2000000044255","Science Fiction","2008-12-05T00:00:00.000Z",,204425,"NULL",,
"LES DEFERLANTES","GALLAY CLAUDIE","2000000044262","Romans français","2008-11-30T00:00:00.000Z",,204426,"NULL",,
"PARADIS SUR MESURE","WERBER BERNARD","2000000044279","Science Fiction","2008-11-30T00:00:00.000Z",,204427,"NULL",,
"UNE EDUCATION LIBERTINE","DEL AMO JEAN-BAPTISTE","2000000044286","Romans français","2008-11-30T00:00:00.000Z",,204428,"NULL",,
"AU ZENITH","DUONG THU HUONG","2000000044293","Romans, divers","2009-04-18T00:00:00.000Z",,204429,"NULL",,
"LES PROMENEUSES SUR LE BORD DU CHEMIN","PELOT PIERRE","2000000044309","Romans français","2009-04-18T00:00:00.000Z",,204430,"NULL",,
"HIVER ARCTIQUE","ARNALDUR INDRIDASON","2000000044316","Policier","2009-04-18T00:00:00.000Z",,204431,"NULL",,
"LES CONTES DE BEEDLE LE BARDE","ROWLING J.K.","2000000044323","Science Fiction","2009-04-18T00:00:00.000Z",,204432,"NULL",,
"LES INVITES","ASSOULINE PIERRE","2000000044330","Romans français","2009-04-18T00:00:00.000Z",,204433,"NULL",,
"SANS REGRETS","BOURDIN FRANCOISE","2000000044347","Romans français","2009-04-18T00:00:00.000Z",,204434,"NULL",,
"HAUTE FIDELITE","HORNBY NICK","2000000044354","Romans anglais","2009-04-18T00:00:00.000Z",,204435,"NULL",,
"TROIS HOMMES DEUX CHIENS ET UNE LANGOUSTE","LEVISON IAIN","2000000044361","Romans anglais","2009-04-18T00:00:00.000Z",,204436,"NULL",,
"POUR VOUS","MAINARD DOMINIQUE","2000000044378","Romans français","2009-04-18T00:00:00.000Z",,204437,"NULL",,
"AU BON ROMAN","COSSE LAURENCE","2000000044385","Romans français","2009-04-18T00:00:00.000Z",,204438,"NULL",,
